"","dob","in_custody","out_custody","decile_score"
"75",0.75213,0.93738,0.93738,8
"76",0.52216,0.95951,0.95968,3
"77",0.7606,0.95656,0.95675,10
"78",0.62141,0.93457,0.9346,1
"79",0.67135,0.93326,0.93329,2
"80",0.74934,0.9423,0.94236,8
"81",0.68618,0.93815,0.93815,4
"82",0.71244,0.93943,0.93946,2
"83",0.48038,0.94162,0.94165,1
"84",0.70984,0.9508,0.95102,7
"85",0.7315,0.94255,0.94304,7
"86",0.56759,0.94077,0.94162,6
"87",0.68564,0.94763,0.94935,3
"88",0.55327,0.93665,0.93667,6
"89",0.42626,0.95246,0.95252,5
"90",0.69435,0.94886,0.94897,7
"91",0.76451,0.95083,0.95091,10
"92",0.63387,0.94621,0.94629,3
"93",0.51729,0.94312,0.94315,1
"94",0.56568,0.94279,0.94279,1
"95",0.71998,0.93878,0.9388,5
"96",0.27451,0.93629,0.93632,1
"97",0.75779,0.94705,0.94722,7
"98",0.66064,0.93971,0.9405,5
"99",0.74727,0.94074,0.94094,8
"100",0.74511,0.94435,0.94572,10
"101",0.75563,0.94585,0.94585,6
"102",0.37012,0.93044,0.93105,1
"103",0.70298,0.94984,0.94987,1
"104",0.69916,0.94834,0.95047,3
"105",0.42973,0.94263,0.94266,1
"106",0.62217,0.94785,0.94793,8
"107",0.66083,0.94968,0.95085,10
"108",0.64589,0.93457,0.9346,5
"109",0.68066,0.94634,0.94637,5
"110",0.74473,0.93962,0.9399,9
"111",0.73235,0.94451,0.9455,9
"112",0.64886,0.93872,0.93886,9
"113",0.55486,0.94009,0.94296,9
"114",0.70342,0.95399,0.95416,10
"115",0.44014,0.94708,0.94711,1
"116",0.37572,0.93263,0.93266,5
"117",0.41495,0.94383,0.94383,2
"118",0.70154,0.93992,0.93992,4
"119",0.75639,0.94189,0.94208,10
"120",0.492,0.94716,0.94719,1
"121",0.59193,0.93785,0.93785,1
"122",0.73164,0.93085,0.93156,8
"123",0.76128,0.94285,0.94296,10
"124",0.75585,0.93891,0.93894,8
"125",0.71298,0.94154,0.94173,5
"126",0.69446,0.93116,0.9314,6
"127",0.72962,0.94708,0.94708,3
"128",0.7276,0.93121,0.93129,4
"129",0.67771,0.94126,0.94337,9
"130",0.73328,0.94547,0.94593,5
"131",0.58841,0.93386,0.93673,5
"132",0.71036,0.94542,0.94727,4
"133",0.72197,0.94719,0.94719,6
"134",0.75631,0.95867,0.95869,3
"135",0.74735,0.94006,0.94274,6
"136",0.45522,0.93711,0.93717,1
"137",0.76186,0.95378,0.95487,8
"138",0.72498,0.93102,0.93105,3
"139",0.6195,0.94897,0.95782,9
"140",0.74765,0.93807,0.94853,9
"141",0.7447,0.94858,0.94861,9
"142",0.59499,0.93987,0.9399,3
"143",0.33125,0.93411,0.93413,1
"144",0.40916,0.94225,0.94241,1
"145",0.76044,0.93651,0.93829,4
"146",0.53123,0.95279,0.95353,6
"147",0.46375,0.9335,0.93435,9
"148",0.66471,0.94003,0.94042,1
"149",0.62944,0.94848,0.9485,2
"150",0.59728,0.94823,0.94823,3
"151",0.33625,0.93856,0.93859,1
"152",0.65799,0.94766,0.94768,2
"153",0.68203,0.93085,0.93088,6
"154",0.7176,0.95845,0.95908,10
"155",0.59603,0.94227,0.94227,1
"156",0.7117,0.94686,0.94722,4
"157",0.75494,0.94837,0.94837,7
"158",0.7141,0.94072,0.94402,6
"159",0.72749,0.94853,0.94856,3
"160",0.73284,0.94659,0.94777,9
"161",0.62518,0.94298,0.94301,2
"162",0.32349,0.94809,0.94809,1
"163",0.46907,0.93364,0.93364,1
"164",0.74951,0.93162,0.93236,8
"165",0.70694,0.94703,0.94725,6
"166",0.67094,0.94296,0.94301,5
"167",0.73476,0.95006,0.95113,4
"168",0.51852,0.94154,0.94154,1
"169",0.37908,0.93331,0.93334,1
"170",0.69025,0.9402,0.94023,4
"171",0.73937,0.9355,0.9358,8
"172",0.72315,0.9458,0.94583,2
"173",0.74964,0.93662,0.93662,9
"174",0.55838,0.94427,0.9443,2
"175",0.72213,0.93826,0.93943,4
"176",0.75866,0.94667,0.94711,6
"177",0.68801,0.93738,0.93744,2
"178",0.6558,0.94298,0.94301,6
"179",0.44175,0.93165,0.93167,1
"180",0.73011,0.93274,0.93277,4
"181",0.76194,0.95694,0.95697,8
"182",0.75697,0.9441,0.94413,5
"183",0.73675,0.93615,0.93618,6
"184",0.7232,0.94823,0.94845,8
"185",0.76945,0.9517,0.95173,7
"186",0.53811,0.93135,0.93935,2
"187",0.72951,0.94099,0.94102,8
"188",0.53049,0.95424,0.95435,1
"189",0.46364,0.94484,0.94487,1
"190",0.43542,0.93594,0.93596,1
"191",0.68279,0.94247,0.94249,3
"192",0.67293,0.93394,0.93402,4
"193",0.40231,0.94104,0.94107,1
"194",0.7382,0.95279,0.95301,4
"195",0.73396,0.9314,0.93143,3
"196",0.65862,0.94443,0.94566,2
"197",0.76139,0.94853,0.94976,5
"198",0.7415,0.93307,0.94938,6
"199",0.75066,0.93501,0.93503,9
"200",0.45916,0.95949,0.95951,1
"201",0.60319,0.94124,0.94124,2
"202",0.60239,0.94894,0.94905,2
"203",0.7214,0.93719,0.93727,2
"204",0.56237,0.93225,0.93228,1
"205",0.76451,0.95028,0.95744,8
"206",0.74153,0.94796,0.94883,5
"207",0.66389,0.94266,0.94304,2
"208",0.71279,0.95659,0.95929,4
"209",0.69763,0.9396,0.93962,5
"210",0.73191,0.93094,0.93096,10
"211",0.71112,0.93383,0.93386,7
"212",0.73967,0.94061,0.94091,10
"213",0.67957,0.94591,0.94593,2
"214",0.71888,0.9376,0.93763,4
"215",0.71932,0.94397,0.944,6
"216",0.64589,0.93197,0.93197,5
"217",0.631,0.94181,0.94181,1
"218",0.65206,0.93741,0.93744,3
"219",0.71965,0.93741,0.9388,9
"220",0.62846,0.94992,0.94995,2
"221",0.6908,0.94913,0.94913,1
"222",0.62408,0.9476,0.94779,1
"223",0.70509,0.9402,0.9402,9
"224",0.73254,0.93618,0.94216,7
"225",0.697,0.94828,0.94913,2
"226",0.75855,0.94397,0.94402,5
"227",0.4488,0.94798,0.94798,1
"228",0.3139,0.93159,0.93162,1
"229",0.54724,0.93771,0.94255,1
"230",0.76601,0.94798,0.94801,4
"231",0.58638,0.95279,0.95285,2
"232",0.74831,0.94178,0.94186,7
"233",0.70304,0.93935,0.93938,9
"234",0.65302,0.93249,0.93252,2
"235",0.69238,0.94812,0.94812,3
"236",0.72888,0.93279,0.93282,9
"237",0.67282,0.93348,0.93348,2
"238",0.70659,0.94326,0.94345,9
"239",0.75046,0.95263,0.95315,5
"240",0.71063,0.94298,0.94298,4
"241",0.70733,0.93293,0.93411,6
"242",0.70143,0.94244,0.94247,9
"243",0.58196,0.94793,0.94796,1
"244",0.63067,0.95938,0.95946,7
"245",0.70197,0.94678,0.94678,3
"246",0.42588,0.94063,0.94066,1
"247",0.69531,0.94424,0.9443,3
"248",0.68421,0.94151,0.94165,2
"249",0.74902,0.9364,0.93643,9
"250",0.6569,0.9444,0.9444,4
"251",0.73568,0.94124,0.94129,6
"252",0.62471,0.95632,0.95634,3
"253",0.70796,0.94643,0.94648,4
"254",0.71326,0.93236,0.93236,7
"255",0.72478,0.93602,0.93605,6
"256",0.72085,0.93066,0.93151,6
"257",0.61059,0.94596,0.94604,1
"258",0.71107,0.93118,0.9335,3
"259",0.74129,0.94626,0.94629,3
"260",0.70132,0.94542,0.94643,6
"261",0.74451,0.94435,0.94438,10
"262",0.69077,0.94752,0.94823,5
"263",0.56234,0.94752,0.94755,1
"264",0.68629,0.93146,0.93247,10
"265",0.73153,0.94364,0.94369,6
"266",0.50347,0.95249,0.95252,1
"267",0.745,0.93804,0.93809,9
"268",0.72476,0.95126,0.95216,4
"269",0.64982,0.9505,0.95263,4
"270",0.74951,0.94626,0.94689,8
"271",0.75046,0.94938,0.95162,5
"272",0.70498,0.9497,0.94976,4
"273",0.73364,0.93807,0.93919,3
"274",0.51819,0.93831,0.93834,3
"275",0.60256,0.94307,0.94309,6
"276",0.78101,0.94135,0.94233,5
"277",0.75664,0.94014,0.94017,7
"278",0.56357,0.9308,0.93083,2
"279",0.74216,0.93741,0.93752,5
"280",0.46937,0.93225,0.93225,1
"281",0.73222,0.93449,0.93544,8
"282",0.7426,0.9399,0.95235,8
"283",0.74224,0.93938,0.93941,8
"284",0.72498,0.94443,0.94476,9
"285",0.74798,0.94697,0.94984,10
"286",0.67706,0.95858,0.95861,5
"287",0.745,0.95768,0.9597,7
"288",0.71099,0.94878,0.94981,2
"289",0.61797,0.93329,0.93331,1
"290",0.6266,0.94842,0.94938,9
"291",0.69386,0.93427,0.93449,7
"292",0.75276,0.93736,0.93886,8
"293",0.74167,0.94241,0.94244,6
"294",0.4817,0.93143,0.93146,1
"295",0.75044,0.93337,0.93337,7
"296",0.54327,0.94643,0.94763,2
"297",0.67534,0.93211,0.93211,4
"298",0.72899,0.94908,0.95315,10
"299",0.74317,0.93935,0.94055,7
"300",0.7473,0.94345,0.94842,6
"301",0.73481,0.93427,0.93457,4
"302",0.44771,0.9311,0.93206,1
"303",0.7176,0.94544,0.94547,7
"304",0.68296,0.93219,0.93312,7
"305",0.60018,0.95162,0.95331,2
"306",0.72435,0.93192,0.93195,2
"307",0.75139,0.94367,0.94369,7
"308",0.48495,0.94137,0.94145,5
"309",0.62458,0.94503,0.94506,1
"310",0.63723,0.9337,0.93375,3
"311",0.73145,0.94175,0.94181,7
"312",0.74926,0.93214,0.93217,10
"313",0.54133,0.93722,0.93725,1
"314",0.62627,0.9455,0.94555,3
"315",0.47189,0.9405,0.94192,6
"316",0.7465,0.9352,0.93618,5
"317",0.72481,0.95184,0.95186,4
"318",0.65198,0.94315,0.94339,7
"319",0.7211,0.94624,0.94624,3
"320",0.71733,0.95981,0.95984,5
"321",0.53765,0.9337,0.9337,1
"322",0.70973,0.94637,0.9464,2
"323",0.6849,0.93823,0.93823,4
"324",0.74495,0.93946,0.93949,9
"325",0.73629,0.94151,0.94154,9
"326",0.74902,0.93348,0.93659,7
"327",0.61185,0.93416,0.93416,1
"328",0.43413,0.94522,0.94525,1
"329",0.70514,0.95965,0.95968,2
"330",0.73689,0.95031,0.95203,9
"331",0.3519,0.93085,0.93085,1
"332",0.44596,0.94949,0.94949,1
"333",0.44875,0.93897,0.939,1
"334",0.4909,0.94364,0.94372,1
"335",0.67965,0.93118,0.93154,4
"336",0.71724,0.95498,0.95588,8
"337",0.69361,0.93943,0.93943,5
"338",0.54926,0.94044,0.94044,1
"339",0.33895,0.93768,0.93768,1
"340",0.70358,0.95178,0.95181,6
"341",0.68632,0.94763,0.95391,4
"342",0.74811,0.9396,0.93962,4
"343",0.73579,0.94129,0.94132,2
"344",0.39255,0.93348,0.93359,1
"345",0.74667,0.94774,0.94777,8
"346",0.54297,0.93091,0.93094,1
"347",0.69834,0.94823,0.95039,2
"348",0.3628,0.93889,0.93908,1
"349",0.61551,0.94481,0.94484,1
"350",0.67397,0.95449,0.95451,4
"351",0.51951,0.94113,0.94219,7
"352",0.65695,0.94085,0.94085,2
"353",0.73459,0.95203,0.95438,10
"354",0.50866,0.93473,0.93495,1
"355",0.48161,0.94722,0.94725,2
"356",0.62368,0.93613,0.93823,1
"357",0.72432,0.94869,0.94872,3
"358",0.58152,0.94618,0.94621,1
"359",0.65733,0.94115,0.9429,2
"360",0.75637,0.94774,0.94779,9
"361",0.74388,0.93793,0.93864,8
"362",0.71894,0.93807,0.93807,4
"363",0.75208,0.93383,0.93386,7
"364",0.66108,0.93345,0.93359,8
"365",0.44872,0.9449,0.94492,1
"366",0.48956,0.94514,0.94528,2
"367",0.7294,0.94624,0.94738,10
"368",0.47454,0.93719,0.93719,1
"369",0.72309,0.95623,0.95626,3
"370",0.72121,0.93121,0.93124,4
"371",0.70402,0.93935,0.94028,3
"372",0.67331,0.94973,0.9538,8
"373",0.33597,0.94279,0.94935,1
"374",0.73844,0.93886,0.939,10
"375",0.70241,0.94023,0.94025,4
"376",0.57237,0.95424,0.95424,1
"377",0.73828,0.93066,0.93069,3
"378",0.74227,0.94741,0.94897,6
"379",0.73497,0.95626,0.95858,8
"380",0.63053,0.94211,0.94288,6
"381",0.63589,0.93288,0.93293,7
"382",0.74025,0.95755,0.95812,8
"383",0.71948,0.94591,0.94689,10
"384",0.74153,0.93408,0.93419,3
"385",0.71479,0.9423,0.94233,3
"386",0.39272,0.95282,0.95402,4
"387",0.39302,0.93039,0.93252,1
"388",0.73577,0.93241,0.93244,10
"389",0.41069,0.94443,0.94446,1
"390",0.58625,0.93476,0.93479,1
"391",0.33764,0.93247,0.93249,1
"392",0.69216,0.93777,0.94074,7
"393",0.27451,0.94525,0.94544,1
"394",0.63769,0.93017,0.9387,7
"395",0.74858,0.93979,0.93987,10
"396",0.60652,0.94839,0.94845,3
"397",0.75571,0.95006,0.95107,7
"398",0.71121,0.93096,0.93099,5
"399",0.75172,0.94512,0.94547,4
"400",0.60472,0.94342,0.94342,1
"401",0.50596,0.94981,0.95719,1
"402",0.75273,0.93228,0.9323,5
"403",0.66892,0.93154,0.93178,4
"404",0.75273,0.939,0.93902,4
"405",0.7261,0.93605,0.93607,3
"406",0.75899,0.94012,0.94058,8
"407",0.71632,0.93738,0.93741,5
"408",0.60007,0.93203,0.93206,5
"409",0.67192,0.94585,0.94746,3
"410",0.44596,0.9496,0.94962,1
"411",0.57286,0.93648,0.93711,4
"412",0.7521,0.95916,0.95918,9
"413",0.73052,0.94203,0.94222,6
"414",0.69916,0.93137,0.9314,3
"415",0.59341,0.93143,0.93148,1
"416",0.67274,0.93621,0.93867,8
"417",0.72872,0.94763,0.94834,4
"418",0.69779,0.94837,0.94839,2
"419",0.73164,0.93331,0.93334,4
"420",0.63613,0.9541,0.95413,2
"421",0.75484,0.94468,0.94766,10
"422",0.73183,0.9334,0.93342,6
"423",0.47877,0.9438,0.94383,1
"424",0.3911,0.94719,0.94722,1
"425",0.73902,0.93389,0.93553,10
"426",0.39414,0.93372,0.94247,7
"427",0.65206,0.94498,0.94501,3
"428",0.70689,0.95378,0.95419,7
"429",0.71326,0.93809,0.93812,4
"430",0.74145,0.944,0.94402,8
"431",0.61739,0.94872,0.94891,1
"432",0.49932,0.94375,0.94378,1
"433",0.61488,0.93293,0.93296,1
"434",0.60441,0.94195,0.94263,3
"435",0.73896,0.93378,0.93788,8
"436",0.71995,0.94621,0.94621,5
"437",0.75224,0.93192,0.93197,10
"438",0.61578,0.94842,0.95285,7
"439",0.75585,0.94178,0.94509,8
"440",0.75328,0.95156,0.95358,10
"441",0.58813,0.93738,0.93747,3
"442",0.437,0.95061,0.95383,6
"443",0.71077,0.94014,0.94173,3
"444",0.74557,0.93779,0.93829,8
"445",0.37764,0.93951,0.93954,1
"446",0.57778,0.94061,0.94063,1
"447",0.75492,0.95058,0.95058,4
"448",0.75347,0.94512,0.94514,9
"449",0.69006,0.94809,0.94809,1
"450",0.62641,0.93146,0.93146,2
"451",0.43837,0.95178,0.95195,1
"452",0.70266,0.93965,0.94339,2
"453",0.52524,0.93626,0.93629,2
"454",0.5842,0.95574,0.95577,2
"455",0.74924,0.93326,0.93329,3
"456",0.63881,0.94282,0.94337,6
"457",0.69659,0.94602,0.94602,1
"458",0.76213,0.95394,0.95413,8
"459",0.7556,0.95181,0.95298,9
"460",0.65206,0.93299,0.93457,3
"461",0.64608,0.93749,0.9376,7
"462",0.7067,0.93233,0.93236,3
"463",0.67771,0.93381,0.93402,3
"464",0.42695,0.94626,0.94626,1
"465",0.66498,0.94719,0.94722,2
"466",0.70897,0.93236,0.934,5
"467",0.64859,0.93812,0.93815,1
"468",0.73795,0.93099,0.93107,7
"469",0.28125,0.94875,0.94889,1
"470",0.75757,0.95432,0.95861,8
"471",0.66512,0.9493,0.94938,2
"472",0.55467,0.93129,0.93135,2
"473",0.75697,0.95025,0.95072,5
"474",0.71142,0.93085,0.9358,3
"475",0.70364,0.94096,0.94126,7
"476",0.54808,0.93572,0.9358,6
"477",0.26964,0.94834,0.94837,1
"478",0.60818,0.93266,0.93441,6
"479",0.75221,0.94375,0.94378,9
"480",0.74448,0.9458,0.94596,10
"481",0.26374,0.93274,0.93309,1
"482",0.66026,0.93676,0.93771,2
"483",0.56854,0.94637,0.9464,1
"484",0.74634,0.95735,0.95875,10
"485",0.73864,0.94039,0.94042,6
"486",0.66599,0.93479,0.9352,3
"487",0.73325,0.93312,0.93315,9
"488",0.69899,0.9432,0.94323,1
"489",0.72885,0.94968,0.94981,10
"490",0.75557,0.9594,0.95946,4
"491",0.74738,0.94613,0.94686,9
"492",0.69077,0.94722,0.94834,9
"493",0.73599,0.95241,0.95249,7
"494",0.73904,0.94479,0.94498,5
"495",0.6502,0.9408,0.94626,5
"496",0.62193,0.93848,0.93853,6
"497",0.75617,0.93438,0.93583,3
"498",0.4458,0.94703,0.94705,1
"499",0.69274,0.94752,0.94755,4
"500",0.63876,0.94807,0.94807,1
"501",0.73426,0.93536,0.93667,10
"502",0.639,0.94277,0.94288,7
"503",0.53052,0.93203,0.93206,1
"504",0.70342,0.93512,0.93531,5
"505",0.68613,0.93066,0.93085,2
"506",0.74492,0.94318,0.94361,8
"507",0.16159,0.93222,0.93225,1
"508",0.73052,0.94342,0.94342,4
"509",0.73686,0.93798,0.93801,4
"510",0.70864,0.94023,0.94301,7
"511",0.41307,0.95241,0.9526,1
"512",0.46367,0.94558,0.94569,1
"513",0.73555,0.93689,0.93755,7
"514",0.65547,0.93897,0.93897,3
"515",0.689,0.9479,0.94897,3
"516",0.75661,0.93706,0.93708,3
"517",0.7362,0.94009,0.94039,9
"518",0.71998,0.94473,0.94536,5
"519",0.65263,0.93326,0.93646,6
"520",0.49541,0.94853,0.94858,1
"521",0.53707,0.9432,0.94323,2
"522",0.64916,0.93648,0.93689,3
"523",0.72623,0.95197,0.95235,9
"524",0.68228,0.94954,0.94957,4
"525",0.65722,0.95129,0.95162,4
"526",0.72937,0.93596,0.93602,5
"527",0.66605,0.93662,0.94192,6
"528",0.67706,0.93848,0.9385,5
"529",0.72481,0.93113,0.93118,4
"530",0.73328,0.94834,0.94872,7
"531",0.76563,0.94823,0.94954,5
"532",0.69257,0.94796,0.94798,9
"533",0.63075,0.94077,0.94077,9
"534",0.72536,0.93725,0.93727,7
"535",0.3292,0.94118,0.94124,1
"536",0.73074,0.94148,0.94151,2
"537",0.51235,0.94304,0.94307,7
"538",0.73407,0.94091,0.94094,4
"539",0.74645,0.93605,0.93621,7
"540",0.75243,0.95298,0.95312,5
"541",0.44588,0.9526,0.95468,1
"542",0.66321,0.94186,0.94189,6
"543",0.63531,0.93834,0.93837,3
"544",0.67703,0.94326,0.94328,2
"545",0.3905,0.94307,0.94309,2
"546",0.66266,0.94957,0.9497,3
"547",0.5789,0.93517,0.93523,1
"548",0.72847,0.93159,0.93165,10
"549",0.626,0.95424,0.9552,6
"550",0.72011,0.93192,0.93678,8
"551",0.71214,0.93402,0.93405,6
"552",0.73842,0.94126,0.94547,3
"553",0.63529,0.94632,0.94766,2
"554",0.74817,0.95353,0.95353,8
"555",0.74669,0.9532,0.95408,5
"556",0.7179,0.94113,0.94118,2
"557",0.64537,0.93427,0.9343,3
"558",0.69135,0.93648,0.94124,7
"559",0.25224,0.95238,0.95257,1
"560",0.73855,0.94782,0.94785,5
"561",0.44236,0.94104,0.94143,4
"562",0.53896,0.94553,0.94976,6
"563",0.40042,0.94438,0.94462,1
"564",0.7049,0.9396,0.93976,5
"565",0.74735,0.95339,0.95353,6
"566",0.54013,0.94686,0.94689,1
"567",0.7403,0.93656,0.93656,9
"568",0.68971,0.9488,0.94883,3
"569",0.64867,0.94233,0.94236,3
"570",0.65766,0.94435,0.94438,8
"571",0.68886,0.94159,0.94159,5
"572",0.73407,0.93484,0.9349,3
"573",0.72028,0.93252,0.93266,7
"574",0.74721,0.93665,0.93673,6
"575",0.75885,0.94301,0.94304,6
"576",0.72052,0.93255,0.93342,5
"577",0.71724,0.94104,0.94247,8
"578",0.51202,0.94782,0.9479,2
"579",0.65728,0.94104,0.94126,2
"580",0.69782,0.94574,0.94891,7
"581",0.6964,0.93984,0.93987,5
"582",0.74139,0.94167,0.94378,8
"583",0.4308,0.93446,0.93449,1
"584",0.52008,0.94834,0.94861,6
"585",0.30723,0.93361,0.93364,1
"586",0.61141,0.94132,0.94135,2
"587",0.6137,0.93187,0.93187,1
"588",0.70905,0.95858,0.95861,5
"589",0.76451,0.94864,0.94869,8
"590",0.76136,0.94878,0.94987,7
"591",0.64957,0.93331,0.93391,4
"592",0.56089,0.93225,0.93228,2
"593",0.67769,0.94353,0.94356,3
"594",0.74817,0.93285,0.9329,8
"595",0.48216,0.94574,0.94577,1
"596",0.6988,0.93656,0.93662,1
"597",0.7494,0.94186,0.9432,6
"598",0.67249,0.94561,0.94563,1
"599",0.30122,0.93072,0.93072,1
"600",0.7391,0.93498,0.93501,7
"601",0.40261,0.93889,0.93894,2
"602",0.75582,0.95061,0.95061,10
"603",0.73145,0.95088,0.9514,4
"604",0.7733,0.94533,0.94536,8
"605",0.63624,0.9479,0.94793,3
"606",0.7011,0.94957,0.9496,1
"607",0.6016,0.94167,0.9417,1
"608",0.69703,0.94665,0.9499,8
"609",0.64444,0.93588,0.9373,1
"610",0.74443,0.94801,0.94804,5
"611",0.41643,0.94102,0.94102,1
"612",0.40586,0.9323,0.93233,1
"613",0.7317,0.93564,0.93566,10
"614",0.75844,0.95003,0.95003,4
"615",0.71768,0.95372,0.95391,5
"616",0.61854,0.93758,0.94074,7
"617",0.74893,0.94648,0.94689,8
"618",0.735,0.95541,0.95929,8
"619",0.49896,0.95599,0.95686,1
"620",0.74322,0.94604,0.95266,8
"621",0.70246,0.94749,0.94755,6
"622",0.75628,0.94044,0.94337,8
"623",0.52978,0.94848,0.9485,1
"624",0.73284,0.93129,0.93132,9
"625",0.76672,0.94853,0.94878,4
"626",0.5065,0.9532,0.95323,1
"627",0.66875,0.94796,0.94798,5
"628",0.70763,0.95339,0.95826,4
"629",0.7211,0.95604,0.95705,2
"630",0.74295,0.95328,0.95938,10
"631",0.73711,0.95028,0.95031,6
"632",0.62206,0.94872,0.94875,1
"633",0.46446,0.93872,0.94074,1
"634",0.63223,0.94883,0.94886,1
"635",0.72555,0.93938,0.93951,8
"636",0.72861,0.94268,0.94271,5
"637",0.63449,0.93998,0.94001,1
"638",0.73951,0.95285,0.95378,3
"639",0.33933,0.93643,0.93646,1
"640",0.72263,0.9455,0.95036,9
"641",0.58614,0.9585,0.95864,1
"642",0.74924,0.94727,0.94738,4
"643",0.36794,0.94438,0.94443,6
"644",0.63053,0.94077,0.94077,1
"645",0.68443,0.94421,0.94424,9
"646",0.75268,0.94132,0.94156,8
"647",0.69555,0.93238,0.93241,10
"648",0.727,0.94738,0.95449,2
"649",0.71405,0.94954,0.94954,6
"650",0.69386,0.93266,0.93271,7
"651",0.56622,0.95033,0.95085,6
"652",0.76177,0.94725,0.94727,4
"653",0.72522,0.95383,0.95383,7
"654",0.35411,0.93951,0.94094,6
"655",0.71927,0.94796,0.94798,2
"656",0.40725,0.93064,0.93066,1
"657",0.73932,0.94361,0.94416,5
"658",0.70214,0.95219,0.95235,2
"659",0.64747,0.94716,0.94815,1
"660",0.26792,0.93998,0.94042,1
"661",0.74727,0.9532,0.95375,8
"662",0.72558,0.93889,0.93891,7
"663",0.75448,0.93607,0.93708,4
"664",0.7247,0.94277,0.94304,9
"665",0.64608,0.93889,0.94017,7
"666",0.56827,0.93192,0.93195,2
"667",0.64739,0.93315,0.9332,5
"668",0.72896,0.94777,0.94826,9
"669",0.74312,0.94976,0.94976,4
"670",0.46129,0.93105,0.93107,2
"671",0.73208,0.944,0.94402,3
"672",0.73478,0.95446,0.95449,7
"673",0.73243,0.95943,0.95951,3
"674",0.73077,0.94044,0.94055,7
"675",0.70432,0.93364,0.93372,4
"676",0.75871,0.94746,0.94787,9
"677",0.67883,0.94249,0.94252,1
"678",0.49361,0.94159,0.94159,1
"679",0.72467,0.93096,0.93099,6
"680",0.54295,0.95905,0.95905,2
"681",0.73716,0.94886,0.94916,9
"682",0.76046,0.94094,0.94104,4
"683",0.5074,0.94763,0.94766,5
"684",0.51907,0.95099,0.95107,1
"685",0.75107,0.94695,0.94886,9
"686",0.59442,0.93075,0.93137,9
"687",0.73309,0.94577,0.9458,2
"688",0.3849,0.93156,0.93159,1
"689",0.29756,0.94077,0.94533,1
"690",0.24508,0.94274,0.94277,1
"691",0.34685,0.94979,0.94981,1
"692",0.689,0.95626,0.95733,3
"693",0.68413,0.94607,0.94626,3
"694",0.72896,0.9311,0.93113,9
"695",0.59086,0.94604,0.9461,1
"696",0.71612,0.94268,0.94757,10
"697",0.40425,0.93017,0.93482,8
"698",0.73997,0.93689,0.94222,9
